name;;source;;;Imager Center;;;Imager Top;;;Imager Right;;;
;x;y;z;x;y;z;x;y;z;x;y;z
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00854.tif;-305.425;-147.67;24.5;499.214;-141.345;-40.0451;497.457;74.0462;-40.8481;507.728;-140.877;67.0159;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00855.tif;-305.283;-147.67;26.213;498.982;-141.345;-42.8449;497.22;74.0462;-43.6381;508.096;-140.877;64.1666;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00856.tif;-305.131;-147.67;27.9253;498.734;-141.345;-45.6436;496.967;74.0462;-46.4268;508.448;-140.877;61.3152;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00857.tif;-304.97;-147.67;29.6366;498.47;-141.345;-48.4407;496.699;74.0461;-49.214;508.784;-140.877;58.4619;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00858.tif;-304.799;-147.67;31.347;498.19;-141.345;-51.2364;496.415;74.0461;-51.9998;509.104;-140.877;55.6066;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00859.tif;-304.618;-147.67;33.0564;497.895;-141.345;-54.0304;496.116;74.0462;-54.7838;509.408;-140.877;52.7497;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00860.tif;-304.428;-147.67;34.7648;497.584;-141.345;-56.8227;495.8;74.0462;-57.5661;509.696;-140.877;49.8912;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00861.tif;-304.228;-147.67;36.4721;497.257;-141.345;-59.6132;495.47;74.0462;-60.3466;509.968;-140.877;47.031;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00862.tif;-304.019;-147.67;38.1782;496.915;-141.345;-62.4019;495.123;74.0462;-63.1252;510.223;-140.877;44.1694;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00863.tif;-303.8;-147.67;39.8831;496.557;-141.345;-65.1885;494.761;74.0462;-65.9018;510.463;-140.877;41.3064;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00864.tif;-303.571;-147.67;41.5868;496.184;-141.345;-67.9732;494.384;74.0461;-68.6764;510.687;-140.877;38.442;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00865.tif;-303.333;-147.67;43.2892;495.795;-141.345;-70.7557;493.991;74.0461;-71.4489;510.895;-140.877;35.5764;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00866.tif;-303.086;-147.67;44.9902;495.39;-141.345;-73.536;493.582;74.0462;-74.219;511.086;-140.877;32.7098;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00867.tif;-302.828;-147.67;46.6898;494.969;-141.345;-76.314;493.158;74.0462;-76.9868;511.262;-140.877;29.8421;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00868.tif;-302.562;-147.67;48.3879;494.534;-141.345;-79.0895;492.718;74.0462;-79.7521;511.421;-140.877;26.9735;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00869.tif;-302.285;-147.67;50.0845;494.082;-141.345;-81.8626;492.263;74.0461;-82.515;511.564;-140.877;24.104;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00870.tif;-302;-147.67;51.7795;493.615;-141.345;-84.633;491.793;74.0462;-85.2753;511.691;-140.877;21.2338;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00871.tif;-301.704;-147.67;53.4728;493.133;-141.345;-87.4008;491.307;74.0461;-88.0328;511.802;-140.877;18.363;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00872.tif;-301.4;-147.67;55.1646;492.634;-141.345;-90.1659;490.805;74.0461;-90.7877;511.897;-140.877;15.4915;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00873.tif;-301.086;-147.67;56.8546;492.121;-141.345;-92.9282;490.288;74.0461;-93.5397;511.976;-140.877;12.6195;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00874.tif;-300.762;-147.67;58.5428;491.592;-141.345;-95.6875;489.755;74.0462;-96.2887;512.039;-140.877;9.7471;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00875.tif;-300.429;-147.67;60.2291;491.047;-141.345;-98.4438;489.208;74.0461;-99.0347;512.086;-140.877;6.87445;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00876.tif;-300.086;-147.67;61.9136;490.487;-141.345;-101.197;488.644;74.0461;-101.778;512.116;-140.877;4.00151;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00877.tif;-299.734;-147.67;63.5961;489.912;-141.345;-103.947;488.066;74.0462;-104.517;512.13;-140.877;1.12848;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00878.tif;-299.373;-147.67;65.2765;489.321;-141.345;-106.694;487.472;74.0462;-107.254;512.129;-140.877;-1.74447;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00879.tif;-299.002;-147.67;66.955;488.715;-141.345;-109.437;486.862;74.0462;-109.987;512.111;-140.877;-4.61748;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00880.tif;-298.621;-147.67;68.6313;488.093;-141.345;-112.177;486.238;74.0462;-112.716;512.077;-140.877;-7.49033;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00881.tif;-298.232;-147.67;70.3055;487.456;-141.345;-114.914;485.598;74.0462;-115.442;512.027;-140.877;-10.3631;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00882.tif;-297.833;-147.67;71.9774;486.804;-141.345;-117.646;484.942;74.0462;-118.164;511.961;-140.877;-13.2352;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00883.tif;-297.424;-147.67;73.6472;486.136;-141.345;-120.375;484.272;74.0462;-120.883;511.878;-140.877;-16.1072;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00884.tif;-297.006;-147.67;75.3145;485.453;-141.345;-123.101;483.586;74.0462;-123.598;511.78;-140.877;-18.9785;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00885.tif;-296.579;-147.67;76.9795;484.755;-141.345;-125.822;482.885;74.0461;-126.309;511.665;-140.877;-21.8493;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00886.tif;-296.142;-147.67;78.6421;484.041;-141.345;-128.54;482.169;74.0462;-129.016;511.535;-140.877;-24.7193;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00887.tif;-295.697;-147.67;80.3023;483.313;-141.345;-131.253;481.437;74.0461;-131.719;511.388;-140.877;-27.5887;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00888.tif;-295.241;-147.67;81.9598;482.569;-141.345;-133.962;480.691;74.0462;-134.418;511.225;-140.877;-30.4571;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00889.tif;-294.777;-147.67;83.6148;481.81;-141.345;-136.667;479.929;74.0462;-137.112;511.046;-140.877;-33.3245;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00890.tif;-294.303;-147.67;85.2672;481.035;-141.345;-139.368;479.153;74.0461;-139.802;510.851;-140.877;-36.1909;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00891.tif;-293.82;-147.67;86.9169;480.246;-141.345;-142.065;478.361;74.0461;-142.488;510.64;-140.877;-39.0563;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00892.tif;-293.328;-147.67;88.5638;479.441;-141.345;-144.757;477.554;74.0461;-145.17;510.413;-140.877;-41.9203;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00893.tif;-292.827;-147.67;90.208;478.622;-141.345;-147.444;476.732;74.0462;-147.846;510.17;-140.877;-44.7831;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00894.tif;-292.316;-147.67;91.8493;477.787;-141.345;-150.127;475.895;74.0462;-150.518;509.911;-140.877;-47.6444;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00895.tif;-291.796;-147.67;93.4877;476.937;-141.345;-152.805;475.043;74.0462;-153.186;509.635;-140.877;-50.5042;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00896.tif;-291.267;-147.67;95.1232;476.073;-141.345;-155.478;474.176;74.0461;-155.848;509.344;-140.877;-53.3624;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00897.tif;-290.729;-147.67;96.7557;475.193;-141.345;-158.146;473.295;74.0462;-158.506;509.037;-140.877;-56.219;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00898.tif;-290.181;-147.67;98.3852;474.298;-141.345;-160.809;472.398;74.0462;-161.159;508.713;-140.877;-59.0738;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00899.tif;-289.625;-147.67;100.012;473.389;-141.345;-163.468;471.486;74.0461;-163.806;508.374;-140.877;-61.9267;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00900.tif;-289.059;-147.67;101.635;472.464;-141.345;-166.121;470.56;74.0462;-166.449;508.018;-140.877;-64.7777;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00901.tif;-288.485;-147.67;103.255;471.525;-141.345;-168.769;469.619;74.0461;-169.086;507.647;-140.877;-67.6267;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00902.tif;-287.901;-147.67;104.872;470.571;-141.345;-171.411;468.663;74.0462;-171.718;507.26;-140.877;-70.4735;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00903.tif;-287.308;-147.67;106.485;469.602;-141.345;-174.049;467.692;74.0462;-174.344;506.856;-140.877;-73.318;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00904.tif;-286.706;-147.67;108.095;468.618;-141.345;-176.68;466.707;74.0462;-176.965;506.437;-140.877;-76.1603;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00905.tif;-286.095;-147.67;109.702;467.619;-141.345;-179.306;465.707;74.0462;-179.581;506.002;-140.877;-79.0003;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00906.tif;-285.475;-147.67;111.305;466.606;-141.345;-181.927;464.692;74.0461;-182.19;505.551;-140.877;-81.8376;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00907.tif;-284.846;-147.67;112.905;465.578;-141.345;-184.542;463.662;74.0462;-184.795;505.084;-140.877;-84.6725;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00908.tif;-284.208;-147.67;114.501;464.536;-141.345;-187.151;462.618;74.0462;-187.393;504.601;-140.877;-87.5047;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00909.tif;-283.562;-147.67;116.094;463.478;-141.345;-189.754;461.56;74.0462;-189.985;504.102;-140.877;-90.334;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00910.tif;-282.906;-147.67;117.683;462.406;-141.345;-192.351;460.487;74.0462;-192.571;503.587;-140.877;-93.1606;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00911.tif;-282.241;-147.67;119.268;461.32;-141.345;-194.942;459.399;74.0462;-195.152;503.057;-140.877;-95.9842;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00912.tif;-281.568;-147.67;120.849;460.219;-141.345;-197.527;458.297;74.0462;-197.726;502.51;-140.877;-98.8049;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00913.tif;-280.885;-147.67;122.427;459.104;-141.345;-200.106;457.181;74.0462;-200.294;501.948;-140.877;-101.622;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00914.tif;-280.194;-147.67;124.001;457.974;-141.345;-202.678;456.05;74.0462;-202.855;501.37;-140.877;-104.437;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00915.tif;-279.494;-147.67;125.571;456.83;-141.345;-205.244;454.905;74.0461;-205.411;500.776;-140.877;-107.248;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00916.tif;-278.785;-147.67;127.137;455.671;-141.345;-207.803;453.745;74.0461;-207.959;500.167;-140.877;-110.055;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00917.tif;-278.068;-147.67;128.699;454.498;-141.345;-210.357;452.571;74.0462;-210.502;499.541;-140.877;-112.86;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00918.tif;-277.341;-147.67;130.257;453.311;-141.345;-212.903;451.383;74.0462;-213.037;498.9;-140.877;-115.66;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00919.tif;-276.606;-147.67;131.81;452.11;-141.345;-215.443;450.181;74.0462;-215.566;498.244;-140.877;-118.457;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00920.tif;-275.862;-147.67;133.36;450.894;-141.345;-217.976;448.965;74.0462;-218.088;497.571;-140.877;-121.25;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00921.tif;-275.11;-147.67;134.906;449.664;-141.345;-220.502;447.734;74.0462;-220.603;496.883;-140.877;-124.04;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00922.tif;-274.349;-147.67;136.447;448.42;-141.345;-223.021;446.49;74.0461;-223.112;496.18;-140.877;-126.825;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00923.tif;-273.579;-147.67;137.984;447.162;-141.345;-225.533;445.231;74.0461;-225.613;495.46;-140.877;-129.607;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00924.tif;-272.801;-147.67;139.516;445.889;-141.345;-228.038;443.958;74.0462;-228.107;494.725;-140.877;-132.384;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00925.tif;-272.014;-147.67;141.045;444.603;-141.345;-230.536;442.672;74.0462;-230.594;493.975;-140.877;-135.158;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00926.tif;-271.218;-147.67;142.568;443.303;-141.345;-233.026;441.371;74.0462;-233.074;493.209;-140.877;-137.927;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00927.tif;-270.414;-147.67;144.088;441.989;-141.345;-235.51;440.057;74.0462;-235.546;492.427;-140.877;-140.691;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00928.tif;-269.601;-147.67;145.602;440.66;-141.345;-237.985;438.728;74.0461;-238.011;491.63;-140.877;-143.452;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00929.tif;-268.78;-147.67;147.112;439.318;-141.345;-240.454;437.386;74.0462;-240.469;490.818;-140.877;-146.208;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00930.tif;-267.951;-147.67;148.618;437.962;-141.345;-242.914;436.03;74.0462;-242.919;489.99;-140.877;-148.959;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00931.tif;-267.113;-147.67;150.119;436.593;-141.345;-245.368;434.661;74.0462;-245.361;489.147;-140.877;-151.705;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00932.tif;-266.267;-147.67;151.615;435.21;-141.345;-247.813;433.277;74.0461;-247.796;488.288;-140.877;-154.447;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00933.tif;-265.412;-147.67;153.106;433.812;-141.345;-250.251;431.88;74.0462;-250.222;487.414;-140.877;-157.184;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00934.tif;-264.549;-147.67;154.593;432.402;-141.345;-252.68;430.47;74.0462;-252.641;486.524;-140.877;-159.916;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00935.tif;-263.677;-147.67;156.075;430.977;-141.345;-255.102;429.046;74.0462;-255.052;485.619;-140.877;-162.643;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00936.tif;-262.798;-147.67;157.551;429.54;-141.345;-257.516;427.608;74.0462;-257.455;484.699;-140.877;-165.364;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00937.tif;-261.909;-147.67;159.023;428.088;-141.345;-259.921;426.157;74.0462;-259.85;483.764;-140.877;-168.081;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00938.tif;-261.013;-147.67;160.49;426.623;-141.345;-262.319;424.693;74.0461;-262.237;482.814;-140.877;-170.792;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00939.tif;-260.109;-147.67;161.952;425.145;-141.345;-264.708;423.215;74.0462;-264.615;481.848;-140.877;-173.498;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00940.tif;-259.196;-147.67;163.408;423.653;-141.345;-267.089;421.724;74.0462;-266.985;480.867;-140.877;-176.198;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00941.tif;-258.275;-147.67;164.86;422.148;-141.345;-269.461;420.219;74.0462;-269.347;479.871;-140.877;-178.893;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00942.tif;-257.346;-147.67;166.306;420.63;-141.345;-271.826;418.702;74.0461;-271.7;478.86;-140.877;-181.582;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00943.tif;-256.409;-147.67;167.747;419.098;-141.345;-274.181;417.171;74.0462;-274.044;477.834;-140.877;-184.266;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00944.tif;-255.464;-147.67;169.183;417.554;-141.345;-276.528;415.627;74.0462;-276.38;476.792;-140.877;-186.944;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00945.tif;-254.511;-147.67;170.614;415.996;-141.345;-278.866;414.07;74.0461;-278.708;475.736;-140.877;-189.616;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00946.tif;-253.55;-147.67;172.039;414.425;-141.345;-281.195;412.5;74.0462;-281.026;474.665;-140.877;-192.281;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00947.tif;-252.581;-147.67;173.458;412.841;-141.345;-283.516;410.917;74.0462;-283.336;473.579;-140.877;-194.941;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00948.tif;-251.604;-147.67;174.873;411.244;-141.345;-285.827;409.321;74.0462;-285.637;472.478;-140.877;-197.595;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00949.tif;-250.619;-147.67;176.281;409.634;-141.345;-288.13;407.712;74.0462;-287.929;471.362;-140.877;-200.242;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00950.tif;-249.626;-147.67;177.685;408.011;-141.345;-290.423;406.09;74.0462;-290.211;470.231;-140.877;-202.884;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00951.tif;-248.625;-147.67;179.082;406.375;-141.345;-292.708;404.456;74.0462;-292.485;469.085;-140.877;-205.518;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00952.tif;-247.617;-147.67;180.474;404.727;-141.345;-294.983;402.809;74.0461;-294.749;467.925;-140.877;-208.147;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00953.tif;-246.6;-147.67;181.86;403.066;-141.345;-297.249;401.149;74.0462;-297.004;466.75;-140.877;-210.768;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00954.tif;-245.576;-147.67;183.241;401.392;-141.345;-299.505;399.476;74.0462;-299.25;465.56;-140.877;-213.384;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00955.tif;-244.544;-147.67;184.616;399.705;-141.345;-301.752;397.791;74.0461;-301.486;464.356;-140.877;-215.992;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00956.tif;-243.505;-147.67;185.985;398.006;-141.345;-303.99;396.094;74.0462;-303.713;463.137;-140.877;-218.594;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00957.tif;-242.458;-147.67;187.348;396.294;-141.345;-306.218;394.384;74.0462;-305.931;461.903;-140.877;-221.188;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00958.tif;-241.403;-147.67;188.705;394.57;-141.345;-308.436;392.661;74.0461;-308.138;460.655;-140.877;-223.776;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00959.tif;-240.34;-147.67;190.056;392.834;-141.345;-310.645;390.926;74.0462;-310.336;459.393;-140.877;-226.357;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00960.tif;-239.27;-147.67;191.402;391.085;-141.345;-312.844;389.179;74.0462;-312.524;458.115;-140.877;-228.93;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00961.tif;-238.193;-147.67;192.741;389.324;-141.345;-315.033;387.42;74.0462;-314.703;456.824;-140.877;-231.497;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00962.tif;-237.108;-147.67;194.074;387.55;-141.345;-317.212;385.648;74.0461;-316.871;455.518;-140.877;-234.056;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00963.tif;-236.015;-147.67;195.401;385.765;-141.345;-319.381;383.865;74.0462;-319.03;454.198;-140.877;-236.608;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00964.tif;-234.916;-147.67;196.722;383.967;-141.345;-321.54;382.069;74.0462;-321.178;452.863;-140.877;-239.152;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00965.tif;-233.808;-147.67;198.037;382.157;-141.345;-323.689;380.261;74.0461;-323.316;451.515;-140.877;-241.689;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00966.tif;-232.694;-147.67;199.346;380.335;-141.345;-325.828;378.441;74.0461;-325.445;450.152;-140.877;-244.218;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00967.tif;-231.572;-147.67;200.648;378.501;-141.345;-327.957;376.609;74.0462;-327.563;448.774;-140.877;-246.74;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00968.tif;-230.442;-147.67;201.944;376.655;-141.345;-330.075;374.766;74.0462;-329.67;447.383;-140.877;-249.253;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00969.tif;-229.306;-147.67;203.233;374.798;-141.345;-332.182;372.911;74.0462;-331.767;445.978;-140.877;-251.759;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00970.tif;-228.162;-147.67;204.517;372.928;-141.345;-334.28;371.044;74.0462;-333.854;444.558;-140.877;-254.257;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00971.tif;-227.011;-147.67;205.793;371.047;-141.345;-336.367;369.165;74.0462;-335.93;443.125;-140.877;-256.747;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00972.tif;-225.853;-147.67;207.064;369.154;-141.345;-338.443;367.274;74.0462;-337.996;441.678;-140.877;-259.229;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00973.tif;-224.688;-147.67;208.327;367.25;-141.345;-340.509;365.373;74.0462;-340.051;440.217;-140.877;-261.703;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00974.tif;-223.516;-147.67;209.585;365.334;-141.345;-342.564;363.459;74.0462;-342.096;438.742;-140.877;-264.168;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00975.tif;-222.336;-147.67;210.835;363.406;-141.345;-344.608;361.534;74.0462;-344.129;437.253;-140.877;-266.625;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00976.tif;-221.15;-147.67;212.079;361.467;-141.345;-346.641;359.598;74.0462;-346.152;435.75;-140.877;-269.074;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00977.tif;-219.957;-147.67;213.316;359.517;-141.345;-348.663;357.65;74.0462;-348.164;434.234;-140.877;-271.514;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00978.tif;-218.757;-147.67;214.547;357.555;-141.345;-350.675;355.692;74.0462;-350.165;432.704;-140.877;-273.946;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00979.tif;-217.55;-147.67;215.771;355.582;-141.345;-352.675;353.722;74.0461;-352.155;431.16;-140.877;-276.369;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00980.tif;-216.336;-147.67;216.988;353.598;-141.345;-354.664;351.74;74.0462;-354.133;429.603;-140.877;-278.784;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00981.tif;-215.115;-147.67;218.198;351.603;-141.345;-356.642;349.748;74.0461;-356.101;428.032;-140.877;-281.189;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00982.tif;-213.888;-147.67;219.402;349.597;-141.345;-358.609;347.745;74.0462;-358.058;426.448;-140.877;-283.586;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00983.tif;-212.653;-147.67;220.598;347.58;-141.345;-360.565;345.731;74.0462;-360.003;424.85;-140.877;-285.974;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00984.tif;-211.413;-147.67;221.787;345.551;-141.345;-362.509;343.706;74.0462;-361.937;423.239;-140.877;-288.353;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00985.tif;-210.165;-147.67;222.97;343.512;-141.345;-364.442;341.67;74.0461;-363.859;421.615;-140.877;-290.723;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00986.tif;-208.911;-147.67;224.146;341.462;-141.345;-366.363;339.623;74.0462;-365.77;419.977;-140.877;-293.083;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00987.tif;-207.65;-147.67;225.314;339.402;-141.345;-368.273;337.566;74.0462;-367.67;418.327;-140.877;-295.435;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00988.tif;-206.383;-147.67;226.475;337.33;-141.345;-370.171;335.498;74.0462;-369.558;416.663;-140.877;-297.777;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00989.tif;-205.109;-147.67;227.63;335.248;-141.345;-372.058;333.42;74.0462;-371.434;414.986;-140.877;-300.11;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00990.tif;-203.829;-147.67;228.777;333.156;-141.345;-373.933;331.331;74.0461;-373.299;413.295;-140.877;-302.433;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00991.tif;-202.542;-147.67;229.916;331.053;-141.345;-375.796;329.231;74.0462;-375.151;411.592;-140.877;-304.747;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00992.tif;-201.249;-147.67;231.049;328.94;-141.345;-377.647;327.122;74.0462;-376.993;409.876;-140.877;-307.051;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00993.tif;-199.95;-147.67;232.174;326.816;-141.345;-379.486;325.002;74.0461;-378.822;408.147;-140.877;-309.346;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00994.tif;-198.644;-147.67;233.293;324.682;-141.345;-381.314;322.871;74.0461;-380.639;406.405;-140.877;-311.63;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00995.tif;-197.332;-147.67;234.403;322.537;-141.345;-383.129;320.731;74.0462;-382.444;404.651;-140.877;-313.906;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00996.tif;-196.014;-147.67;235.507;320.383;-141.345;-384.933;318.58;74.0462;-384.238;402.883;-140.877;-316.171;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00997.tif;-194.69;-147.67;236.603;318.219;-141.345;-386.724;316.42;74.0461;-386.019;401.103;-140.877;-318.426;
